Timestamp,Raw,Filtered,BPM
1768600762.434777,37631,21441.029480544606,99
1768600763.170738,10367,25178.089230010544,81
1768600763.638317,-4609,15623.195072905948,128
1768600764.4676428,33215,24513.081755220206,72
1768600764.873153,-7681,25270.23416053277,147
1768600765.371369,-150000,76126.25804919431,120
1768600765.863091,-79105,23554.61715435893,122
1768600766.26392,-51393,53594.65910103964,149
1768600767.514889,-3649,34442.57991252086,47
1768600768.078729,9279,36041.68049648419,106
1768600768.9370399,-1281,33348.75160671227,69
1768600772.3809521,-70401,24079.420121234463,117
1768600773.227778,-32897,33245.489549123195,70
1768600773.710735,-75329,52056.80705195056,124
1768600774.9922938,-11009,33043.393478583035,46
1768600775.545682,-54913,37906.47240169154,108
1768600776.72409,67263,40291.25779365299,50
1768600780.7931032,34815,28665.035663811548,41
1768600782.03442,27775,25743.1573411883,48
1768600782.535243,17407,17219.104600362403,119
1768600782.9380841,-7489,24998.617040473215,148
1768600783.3795881,72319,20951.63867645671,135
1768600783.872822,106303,31523.090313572415,121
1768600784.2755342,150000,59411.84376571923,148
1768600784.789727,8191,25720.899999527886,116
1768600785.384074,-8769,93284.992171021,100
1768600786.375958,150000,117271.59778739943,60
1768600794.4357061,-45761,26949.86779406773,57
1768600795.1802502,-54401,18884.83576111778,80
1768600795.622474,21887,41464.86994092635,135
1768600796.5319629,49855,40063.26896521843,65
1768600797.5968971,37503,39596.09036029983,56
1768600798.421011,23935,30495.38864020778,72
1768600799.130181,5119,29805.668070432792,84
1768600799.820961,25279,33405.85892279698,86
1768600800.533947,36863,25993.15740007856,84
1768600801.2542028,-3265,21760.61164154602,83
1768600801.816736,21183,35726.30358228273,106
1768600802.593164,-8513,36157.15757432579,77
1768600803.491522,-23169,21059.38406736456,66
1768600804.214678,55423,23456.664040984302,82
1768600804.6477492,-26625,19872.401514169796,138
1768600805.112216,52607,18048.148746786203,129
1768600805.632763,9023,27330.031682917186,115
1768600806.2735941,-4993,16567.91777463376,93
1768600807.129955,-26049,17469.83966360003,70
1768600808.0544782,2175,19171.55570574109,64
1768600808.7460659,34687,32664.388503637838,86
1768600809.537118,-33537,30654.614491375854,75
1768600810.011313,-6849,23975.72327289295,126
1768600810.530653,82175,40411.487631933414,115
1768600811.0641222,-37441,23791.00460341756,112
1768600811.4897301,-19777,33362.77661214016,140
1768600812.4697988,-9409,32905.22928835686,61
1768600813.02565,-15361,90288.4283988428,107
1768600814.266319,32767,40236.77023968799,48
1768600818.1756449,39679,23130.748289463423,84
1768600818.82093,-8257,21540.155827623745,92
1768600819.3208761,-12353,30210.9488477263,119
1768600820.382111,-9985,17138.651611300334,56
1768600820.996705,52159,19045.39397971453,97
1768600822.121141,-35521,22796.569584462297,53
1768600823.273851,45439,26837.124629269347,52
1768600823.6885388,-83137,74828.83005995788,144
1768600826.641252,51263,36207.43394262624,53
1768600828.053375,-8129,56837.10235030269,42
1768600829.9921181,-45313,55133.02520969949,144
1768600830.719407,-150000,38881.0177038961,82
1768600835.970187,-150000,45550.08824334901,81
1768600836.8671548,-150000,65492.810295877054,66
1768600837.309497,150000,131531.2728263447,135
1768600838.230946,-24449,82702.67337735815,65
1768600841.475214,-150000,148737.13842538706,69
1768600842.686943,150000,78801.20390376591,49
1768600843.2443058,14783,73436.17285129994,107
1768600845.412239,2559,95110.08657138175,114
1768600845.9108942,-7169,86232.12210721445,120
1768600846.8901608,-150000,64360.72868614042,61
1768600850.25632,41215,50226.20936782912,130
1768600850.776374,-37633,70358.28546399901,115
1768600852.008158,-38721,50031.73522324319,48
1768600854.765266,28543,37095.54557187594,62
1768600858.3098922,14015,22889.6979888931,148
1768600858.824509,-4353,27318.53621403842,116
1768600859.264158,-12417,22094.750380683607,136
1768600859.796285,1023,47388.67835907684,112
1768600860.275129,62719,29341.01702225462,125
1768600860.7426538,3455,31930.547642116147,128
1768600861.385299,24895,34091.87153206355,93
1768600862.211832,26367,24819.80643958585,72
1768600863.126165,-60865,28712.87410635107,65
1768600863.9818282,-16449,35820.68897683791,70
1768600864.739923,3263,23622.27598911284,79
1768600865.88366,-25281,23926.11909840756,52
1768600866.541004,-19457,42196.26831845416,91
1768600867.003552,100607,39904.099059544606,129
1768600867.409303,23423,21120.75579267004,147
1768600868.1076832,88319,33935.905050547444,85
1768600868.511043,-19329,31103.577369670384,148
1768600868.922245,-37761,30894.889858353406,145
1768600870.264813,-50177,34445.677616957364,44
1768600871.707629,30463,51962.19611957635,41
1768600872.205444,17983,29299.71149094475,120
1768600872.898752,-16129,31911.695831274086,86
1768600873.815049,-5249,70183.04418416503,65
1768600874.7215822,-26305,33611.42121041562,66
1768600875.560885,-16833,40146.01673222994,71
1768600876.34219,58879,33704.200146246454,76
1768600876.817558,-10433,25274.44777476825,126
1768600877.257247,-46913,31725.874185181998,136
1768600877.682813,-6209,25270.811388719205,140
1768600878.4273322,48511,36611.80921434764,80
1768600879.134196,-3073,24235.59620686583,84
1768600880.082749,44991,31950.5161135898,63
1768600880.5757189,1535,29007.965717260744,121
1768600881.044142,-18689,39612.72881247508,128
1768600882.114377,40959,41119.3063083265,56
1768600882.9917362,-19969,31337.97901825629,68
1768600883.83465,41599,34128.829026305015,71
1768600884.253521,-6337,19882.149139624453,143
1768600885.47295,23551,18093.479316548102,49
1768600886.0348969,39743,22383.88443457252,106
1768600886.741157,70271,23788.38211492477,84
1768600887.268018,27903,25497.082621709942,113
1768600888.092278,-31809,19374.489641176486,72
1768600888.889133,2943,29004.949897873626,75
1768600889.4075499,67519,65488.81634102229,115
1768600889.831049,35839,52465.07576322998,141
1768600890.321038,15231,26568.731353108356,122
1768600891.020502,-38593,51796.05187814688,85
1768600891.833979,-12353,53535.623945217936,73
1768600892.617662,-19713,32878.50093618578,76
1768600894.1073122,72191,26200.726241007615,40
1768600894.633952,-4481,31891.571718164814,113
1768600895.059763,1919,59262.0649958831,140
1768600896.083782,-75649,30017.156672652705,58
1768600896.50627,-150000,56835.45572829488,142
1768600897.8022249,3647,45171.86838901252,46
1768600898.721473,45183,37220.28787088326,65
1768600899.251183,15999,50599.122651346486,113
1768600899.971031,17535,48661.66055684164,83
1768600900.5441651,68607,53905.296698360755,104
1768600903.7101529,78591,34741.33660184422,47
1768600904.591872,8831,35182.13385902042,68
1768600905.531806,-12161,29177.256048706284,63
1768600906.161139,65535,41903.094969739075,95
1768600908.3830569,63615,39035.694996589875,119
1768600909.2840378,831,34851.158170851704,66
1768600909.855104,104447,81142.43199152184,105
1768600910.3608341,-32897,62238.39830849451,118
1768600910.847751,11007,43373.09267746644,123
1768600911.689332,-19521,32646.290907429422,71
1768600912.9545732,46591,29071.373794746687,47
1768600913.389326,76799,31091.16242071199,138
1768600916.02107,-5249,29960.590990283563,78
1768600916.713224,-5121,29384.001059880215,86
1768600917.414622,-11777,31604.390115979422,85
1768600918.145314,13183,28464.653322494836,82
1768600918.9349709,13183,19967.348455013995,75
1768600919.548585,-24513,48981.9444334829,97
1768600920.114052,-75073,25799.042449298227,106
1768600920.538555,24383,45281.132945151374,141
1768600921.150878,100415,95133.1033914177,97
1768600921.5756412,129023,51676.005239440485,141
1768600922.4848719,29695,86231.29847738317,65
1768600923.578037,38079,55211.97266352647,54
1768600929.548883,-10561,16153.636257286638,62
1768600930.197536,-9665,15855.41476249002,92
1768600930.6951838,-129,16694.908712496726,120
1768600931.112206,-11841,19113.419829919792,143
1768600932.04612,28543,30492.36197319744,64
1768600932.916576,-6657,30063.590451986296,68
1768600933.745568,-11201,25331.884467969547,72
1768600934.563652,-13825,22713.454848902682,73
1768600935.264771,44031,18082.209055803665,85
1768600935.988009,-11905,26441.09556342067,82
1768600936.712199,-11329,28547.170936899132,82
1768600937.1644218,-133825,15055.52108554546,132
1768600937.6067672,-53121,70545.64017659792,135
1768600938.74545,-150000,53209.642846707466,52
1768600939.81443,-26881,49588.28646285462,56
1768600940.223901,150000,115057.87384350457,146
1768600941.161881,150000,144371.64265652833,63
1768600947.608501,100735,49866.05671111479,134
1768600950.204729,-11329,28913.46057846043,67
1768600951.052277,26239,34092.63095666947,70
1768600952.531712,68223,44411.00911944301,40
1768600953.124172,20351,32576.999423721943,101
1768600954.399636,23167,20623.08158396855,47
1768600954.9114392,1663,22784.73281708959,117
1768600955.4269829,14079,21286.303396156618,116
1768600956.05308,42879,25613.01152613321,95
1768600958.642689,-16449,27851.602225670584,63
1768600962.333968,32127,14387.27806740703,66
1768600962.813824,38207,12665.877642600459,125
1768600963.291848,-21633,12346.788262424132,125
1768600964.646528,38655,25648.99167463093,44
1768600965.44358,54143,27582.3873780978,75
1768600965.912582,-19137,19084.38070868942,127
1768600966.3853068,-23937,26865.41047937407,126
1768600967.2742882,57279,23830.589624637232,67
1768600968.0827498,-8129,47970.79156040956,74
1768600968.64955,57919,70186.600571745,105
1768600969.184107,-9473,25445.897086093555,112
1768600970.106684,-28225,29824.874210353173,65
1768600971.268963,52735,28890.76725198329,51
1768600972.169224,43711,24225.385913775815,66
1768600972.807023,-11713,21846.95458643645,94
1768600973.725342,-11329,31627.38778742847,65
1768600974.657079,-6145,20750.74786289235,64
1768600975.574662,45823,26693.53901521473,65
1768600976.790907,9023,25262.102640336998,49
1768600977.4812968,-10369,26159.169731644644,86
1768600978.3473432,-6401,22246.797078716256,69
1768600978.83487,-13249,16684.485438177962,123
1768600979.291627,-13697,19977.58727182976,131
1768600980.179894,32575,15985.69961287161,67
1768600980.6470358,17215,18631.7314117546,128
1768600981.07109,-9345,30567.94149792854,141
1768600981.7618182,2047,115761.68783407635,86
1768600982.185636,150000,86623.0002809113,141
1768600982.596233,95231,56931.33037111584,146
1768600983.616138,18751,80870.35575477598,58
1768600984.828513,46527,65008.410556662064,49
1768600987.341717,146367,62841.975785775074,139
1768600987.74305,148287,100764.81952338782,149
1768600988.193572,129791,120731.8613791062,133
1768600988.6359239,150000,92939.89667445609,135
1768600989.3421388,150000,80576.0349881936,84
1768600996.204906,30207,30541.964494788237,76
1768600996.7313669,50047,21906.19107545832,113
1768600997.53507,-16257,30432.69083391029,74
1768600998.298475,-6657,19649.58373975729,78
1768600998.762347,35199,14693.096984814578,129
1768600999.181483,-15809,15062.950113349729,143
1768600999.840835,-37377,18376.327510481267,91
1768601000.762742,55167,40607.52182973246,65
1768601001.19772,-16257,31136.039468990755,137
1768601001.963236,-5185,21406.88460372085,78
1768601002.7622972,-11009,30888.621627105662,75
1768601003.543744,-11009,18621.44453619313,76
1768601004.261281,-14977,15908.265804614228,83
1768601004.979525,-13953,16807.34731053735,83
1768601005.884944,-9345,19376.308261146387,66
1768601006.728422,-23041,22207.444789390007,71
1768601007.262336,-32321,41402.23584119508,112
1768601007.9116428,-59009,17574.724256875845,92
1768601011.121269,1663,22067.626746296126,40
1768601011.9812322,-3969,24194.081114522578,69
1768601012.4980469,32319,32825.37154934121,116
1768601013.2927911,-257,27810.978651527144,75
1768601013.936361,33535,39554.94687357483,93
1768601014.349098,150000,46636.59641805304,145
1768601014.7727911,123647,42676.91614896148,141
1768601016.148339,-46273,37118.5440877859,43
1768601020.5215511,-33025,57417.0938543534,85
1768601021.230082,-150000,36204.5504240644,84
1768601022.557018,-10497,32651.595969272876,45
1768601023.518132,26047,26260.17658518043,62
1768601024.6667461,42815,25990.01359548712,52
1768601025.221473,-11777,24321.358451316457,108
1768601025.735856,150000,26691.705466319247,116
1768601026.2885802,21183,25658.959942403137,108
1768601026.7184482,-93249,68807.47096003508,139
1768601028.160164,-121793,50501.467357093,41
1768601029.511776,72831,170141.6818789559,44
1768601029.9705448,150000,48206.829381091986,130
1768601030.5632582,136895,60349.208466830154,101
1768601031.071171,-150000,56553.30360271601,118
1768601031.521777,60159,71053.29064785545,133
1768601032.187397,150000,166281.28382965314,90
1768601032.851205,150000,98523.63668412573,90
1768601033.341324,-150000,98248.72324322046,122
1768601034.43979,-150000,187725.39184178252,54
1768601041.573814,19647,55338.63548746114,45
1768601042.01337,150000,153401.6137942343,136
1768601042.4827468,150000,76062.82619435125,127
1768601042.913692,150000,66008.37087471182,139
1768601043.615155,31935,83255.97443344152,85
1768601044.135539,30335,112652.22388120115,115
1768601044.604673,150000,141758.83340313254,127
1768601045.0633862,-96449,82756.61909163867,130
1768601045.626663,-38273,78427.46343044542,106
1768601046.15001,150000,73692.1663811944,114
1768601046.578799,-16193,90604.63674458144,139
1768601046.9802601,-45185,130485.72270081047,149
1768601048.307756,47551,115646.93095463626,45
1768601049.030348,150000,183681.77533003868,83
1768601049.6588538,-49601,103417.69391015683,95
1768601050.1462379,-5889,84122.1856600593,123
1768601050.694935,150000,96732.25533894038,109
1768601051.286078,112831,146436.65932491783,101
1768601052.1689558,39103,101875.44437703509,67
1768601053.4015071,150000,109168.23394252238,48
1768601059.4534779,28799,111656.0231361664,118
1768601060.0006511,124415,115109.64968379785,109
1768601061.0947342,51519,35373.44470711165,54
