timestamp,raw,filtered,bpm,status
1768634537.916086,200000,0,0,LEADS_OFF
1768634538.160686,150079,0,0,LEADS_OFF
1768634538.4772701,-165121,0,0,LEADS_OFF
1768634538.5286038,-200000,0,0,LEADS_OFF
1768634538.555146,-200000,0,0,LEADS_OFF
1768634538.670536,200000,0,0,LEADS_OFF
1768634538.741888,200000,0,0,LEADS_OFF
1768634538.767061,200000,0,0,LEADS_OFF
1768634538.792803,-200000,0,0,LEADS_OFF
1768634538.820373,179263,0,0,LEADS_OFF
1768634538.862157,-194369,0,0,LEADS_OFF
1768634538.944125,-200000,0,0,LEADS_OFF
1768634538.970411,200000,0,0,LEADS_OFF
1768634539.013713,-200000,0,0,LEADS_OFF
1768634539.040017,-200000,0,0,LEADS_OFF
1768634539.0658891,179263,0,0,LEADS_OFF
1768634539.0919209,-183745,0,0,LEADS_OFF
1768634539.1204941,-168577,0,0,LEADS_OFF
1768634539.213077,-200000,0,0,LEADS_OFF
1768634539.270717,-200000,0,0,LEADS_OFF
1768634539.308604,-200000,0,0,LEADS_OFF
1768634539.333544,200000,0,0,LEADS_OFF
1768634539.360375,200000,0,0,LEADS_OFF
1768634539.390723,200000,0,0,LEADS_OFF
1768634539.420635,200000,0,0,LEADS_OFF
1768634539.603494,200000,0,0,LEADS_OFF
1768634539.630005,200000,0,0,LEADS_OFF
1768634539.759153,155263,0,0,LEADS_OFF
1768634540.819909,-200000,0,0,LEADS_OFF
1768634540.875272,-200000,0,0,LEADS_OFF
1768634541.010229,-200000,0,0,LEADS_OFF
1768634541.0533261,-200000,0,0,LEADS_OFF
1768634541.079256,-200000,0,0,LEADS_OFF
1768634541.1270459,-200000,0,0,LEADS_OFF
1768634541.196703,-200000,0,0,LEADS_OFF
1768634541.2216141,-200000,0,0,LEADS_OFF
1768634541.372052,-163329,0,0,LEADS_OFF
1768634542.0930161,200000,0,0,LEADS_OFF
1768634543.055501,200000,0,0,LEADS_OFF
1768634543.0805912,-33665,135465.85579933232,83.8080267910486,BEAT
1768634543.110251,200000,0,0,LEADS_OFF
1768634543.1405828,200000,0,0,LEADS_OFF
1768634543.298634,200000,0,0,LEADS_OFF
1768634543.334621,174719,0,0,LEADS_OFF
1768634543.360062,161407,0,0,LEADS_OFF
1768634543.3854651,200000,0,0,LEADS_OFF
1768634543.410829,200000,0,0,LEADS_OFF
1768634543.440544,154111,0,0,LEADS_OFF
1768634543.486144,200000,0,0,LEADS_OFF
1768634543.5126941,200000,0,0,LEADS_OFF
1768634543.597396,166015,0,0,LEADS_OFF
1768634547.372921,-200000,0,0,LEADS_OFF
1768634547.400512,-200000,0,0,LEADS_OFF
1768634547.429544,-200000,0,0,LEADS_OFF
1768634547.460453,-200000,0,0,LEADS_OFF
1768634547.490317,-200000,0,0,LEADS_OFF
1768634547.618656,-200000,0,0,LEADS_OFF
1768634547.6439,-200000,0,0,LEADS_OFF
1768634547.6996968,-200000,0,0,LEADS_OFF
1768634547.7295601,200000,0,0,LEADS_OFF
1768634547.959785,-20929,94080.74129072923,146.62006517140264,BEAT
1768634548.126283,200000,0,0,LEADS_OFF
1768634548.3271759,-200000,0,0,LEADS_OFF
1768634548.353077,200000,0,0,LEADS_OFF
1768634548.3791711,200000,0,0,LEADS_OFF
1768634548.405,-200000,0,0,LEADS_OFF
1768634548.431149,200000,0,0,LEADS_OFF
1768634548.4746282,-200000,0,0,LEADS_OFF
1768634548.501079,-200000,0,0,LEADS_OFF
1768634548.526409,200000,0,0,LEADS_OFF
1768634548.552375,-190401,0,0,LEADS_OFF
1768634548.626157,-200000,0,0,LEADS_OFF
1768634548.651967,-200000,0,0,LEADS_OFF
1768634548.703991,-200000,0,0,LEADS_OFF
1768634548.730947,-200000,0,0,LEADS_OFF
1768634548.7561889,-200000,0,0,LEADS_OFF
1768634548.7820852,-200000,0,0,LEADS_OFF
1768634548.810045,-195521,0,0,LEADS_OFF
1768634548.851431,-200000,0,0,LEADS_OFF
1768634548.877166,200000,0,0,LEADS_OFF
1768634548.903189,174719,0,0,LEADS_OFF
1768634548.9298,101695,249645.79696414692,61.85439119845626,BEAT
