timestamp,raw,filtered,bpm,status
1768634036.4370391,-199745,0,0,LEADS_OFF
1768634036.527483,-153217,0,0,LEADS_OFF
1768634036.680575,-200000,0,0,LEADS_OFF
1768634036.717782,-200000,0,0,LEADS_OFF
1768634036.753941,-200000,0,0,LEADS_OFF
1768634036.7822158,-200000,0,0,LEADS_OFF
1768634036.952672,-200000,0,0,LEADS_OFF
1768634036.987413,-200000,0,0,LEADS_OFF
1768634037.016263,-200000,0,0,LEADS_OFF
1768634037.084685,200000,0,0,LEADS_OFF
1768634037.143181,-186049,0,0,LEADS_OFF
1768634037.1708438,-200000,0,0,LEADS_OFF
1768634037.2168162,-200000,0,0,LEADS_OFF
1768634037.2172449,-200000,0,0,LEADS_OFF
1768634037.247885,-200000,0,0,LEADS_OFF
1768634037.290605,-111425,170559.16180715538,86.22584710309143,BEAT
1768634037.4029272,-200000,0,0,LEADS_OFF
1768634037.442132,-200000,0,0,LEADS_OFF
1768634037.4696698,-200000,0,0,LEADS_OFF
1768634037.589516,182399,0,0,LEADS_OFF
1768634037.6674528,-200000,0,0,LEADS_OFF
1768634037.698106,-200000,0,0,LEADS_OFF
1768634037.741152,-200000,0,0,LEADS_OFF
1768634037.814774,200000,0,0,LEADS_OFF
1768634037.896758,-200000,0,0,LEADS_OFF
1768634037.925637,-200000,0,0,LEADS_OFF
1768634037.997916,-166081,0,0,LEADS_OFF
1768634038.0482738,200000,0,0,LEADS_OFF
1768634038.075328,200000,0,0,LEADS_OFF
1768634038.134351,-200000,0,0,LEADS_OFF
1768634038.161175,-200000,0,0,LEADS_OFF
1768634038.627483,154239,0,0,LEADS_OFF
1768634038.6580899,200000,0,0,LEADS_OFF
1768634038.78134,200000,0,0,LEADS_OFF
1768634038.868205,200000,0,0,LEADS_OFF
1768634038.897913,182719,0,0,LEADS_OFF
1768634038.9329479,192639,0,0,LEADS_OFF
1768634038.961062,189759,0,0,LEADS_OFF
1768634039.002514,185983,0,0,LEADS_OFF
1768634039.031041,200000,0,0,LEADS_OFF
1768634039.076284,200000,0,0,LEADS_OFF
1768634039.077378,200000,0,0,LEADS_OFF
1768634039.108119,200000,0,0,LEADS_OFF
1768634039.1499991,181375,0,0,LEADS_OFF
1768634039.1775959,180095,0,0,LEADS_OFF
1768634039.223626,186559,0,0,LEADS_OFF
1768634039.252057,174463,0,0,LEADS_OFF
1768634039.2974331,192191,0,0,LEADS_OFF
1768634039.3252711,200000,0,0,LEADS_OFF
1768634039.371113,200000,0,0,LEADS_OFF
1768634039.3986728,179199,0,0,LEADS_OFF
1768634039.444849,159103,0,0,LEADS_OFF
1768634039.472848,186559,0,0,LEADS_OFF
1768634039.518699,176127,0,0,LEADS_OFF
1768634039.547619,198399,0,0,LEADS_OFF
1768634039.592282,180927,0,0,LEADS_OFF
1768634039.623858,185407,0,0,LEADS_OFF
1768634039.6661608,164991,0,0,LEADS_OFF
1768634039.695263,200000,0,0,LEADS_OFF
1768634039.739789,200000,0,0,LEADS_OFF
1768634039.76899,169407,0,0,LEADS_OFF
1768634039.81347,200000,0,0,LEADS_OFF
1768634039.841658,180927,0,0,LEADS_OFF
1768634039.8872142,189183,0,0,LEADS_OFF
1768634039.918313,200000,0,0,LEADS_OFF
1768634039.9609442,200000,0,0,LEADS_OFF
1768634039.9892511,200000,0,0,LEADS_OFF
1768634040.034762,200000,0,0,LEADS_OFF
1768634041.500479,200000,0,0,LEADS_OFF
1768634041.578721,-200000,0,0,LEADS_OFF
1768634041.728019,200000,0,0,LEADS_OFF
