timestamp,raw,filtered,bpm,status
1768634063.245242,200000,0,0,LEADS_OFF
1768634063.3359182,-174145,0,0,LEADS_OFF
1768634063.478701,200000,0,0,LEADS_OFF
1768634063.505147,192767,0,0,LEADS_OFF
1768634063.587313,-200000,0,0,LEADS_OFF
1768634063.794027,-200000,0,0,LEADS_OFF
1768634063.8198452,-200000,0,0,LEADS_OFF
1768634063.8895612,68223,165889.76069770273,132.3507703861634,BEAT
1768634063.971802,-183745,0,0,LEADS_OFF
1768634063.998195,-200000,0,0,LEADS_OFF
1768634064.027494,-200000,0,0,LEADS_OFF
1768634064.0559418,-200000,0,0,LEADS_OFF
1768634064.256829,-200000,0,0,LEADS_OFF
1768634064.283125,-200000,0,0,LEADS_OFF
1768634064.355984,146687,219331.04978293448,128.63549630514112,BEAT
1768634064.482111,-200000,0,0,LEADS_OFF
1768634064.509727,-200000,0,0,LEADS_OFF
1768634064.6068108,164927,0,0,LEADS_OFF
1768634064.658978,-200000,0,0,LEADS_OFF
1768634064.686223,-200000,0,0,LEADS_OFF
1768634064.715738,-200000,0,0,LEADS_OFF
1768634064.812626,102079,163904.04507887698,131.39864882857228,BEAT
1768634064.944949,-200000,0,0,LEADS_OFF
1768634065.051977,193471,0,0,LEADS_OFF
1768634065.149733,-200000,0,0,LEADS_OFF
1768634065.1770492,-200000,0,0,LEADS_OFF
1768634065.203732,-189697,0,0,LEADS_OFF
1768634065.257759,123007,174038.65055736384,134.8193458489162,BEAT
1768634065.285918,200000,0,0,LEADS_OFF
1768634065.325802,159551,0,0,LEADS_OFF
1768634065.403667,-200000,0,0,LEADS_OFF
1768634065.4315531,-200000,0,0,LEADS_OFF
1768634065.527489,180479,0,0,LEADS_OFF
1768634065.633023,-200000,0,0,LEADS_OFF
1768634065.6604102,-200000,0,0,LEADS_OFF
1768634065.730431,107007,196355.2455282161,126.91506878606799,BEAT
1768634065.8624032,-200000,0,0,LEADS_OFF
1768634065.888831,-200000,0,0,LEADS_OFF
1768634066.0098119,160447,0,0,LEADS_OFF
1768634066.066464,-152769,0,0,LEADS_OFF
1768634066.096441,-200000,0,0,LEADS_OFF
1768634066.1968808,196287,0,0,LEADS_OFF
1768634066.243326,187903,0,0,LEADS_OFF
1768634066.297396,-169537,0,0,LEADS_OFF
1768634066.325046,-200000,0,0,LEADS_OFF
1768634066.352675,-200000,0,0,LEADS_OFF
1768634066.426487,113663,146667.6689762139,86.19761264578446,BEAT
1768634066.455948,189119,0,0,LEADS_OFF
1768634066.558639,-200000,0,0,LEADS_OFF
1768634066.5858781,-200000,0,0,LEADS_OFF
1768634066.7060502,200000,0,0,LEADS_OFF
1768634066.7881842,-200000,0,0,LEADS_OFF
1768634066.8163042,-200000,0,0,LEADS_OFF
1768634066.8930418,200000,0,0,LEADS_OFF
1768634066.9354172,200000,0,0,LEADS_OFF
1768634066.96656,169663,0,0,LEADS_OFF
1768634067.013241,-165185,0,0,LEADS_OFF
1768634067.067009,-181633,0,0,LEADS_OFF
1768634067.120864,200000,0,0,LEADS_OFF
1768634067.147868,200000,0,0,LEADS_OFF
1768634067.176352,200000,0,0,LEADS_OFF
1768634067.205857,200000,0,0,LEADS_OFF
1768634067.242744,-200000,0,0,LEADS_OFF
1768634067.27036,-200000,0,0,LEADS_OFF
1768634067.298149,-200000,0,0,LEADS_OFF
1768634067.326269,159359,0,0,LEADS_OFF
1768634067.3982751,176895,0,0,LEADS_OFF
1768634067.484044,-200000,0,0,LEADS_OFF
