Timestamp,Raw,Filtered,BPM
1768632805.0728178,150000,151020.1464968434,136
1768632806.4165199,150000,193219.98479190393,44
1768632807.585731,-150000,107350.24618601015,51
1768632808.411916,-105729,175586.69688963663,72
1768632809.1257238,-26881,116552.11356752315,84
1768632809.8834481,150000,152301.70214606312,79
1768632810.3594801,150000,200232.9037017366,126
1768632811.399083,-150000,135243.67633609078,57
1768632811.7999418,150000,270445.7742040558,149
1768632813.0447512,-150000,106331.37806698236,48
1768632814.278163,150000,121481.52815326507,48
1768632815.027664,-150000,137108.9995075428,80
1768632815.445322,150000,106503.96782782304,143
1768632815.883216,-150000,173429.77661563517,137
1768632816.817232,150000,151135.0205937331,64
1768632817.231188,-150000,150762.86672496962,144
1768632818.017063,-150000,240467.7308798685,76
1768632818.471818,150000,131853.21986934825,131
1768632818.999559,-150000,143793.7129988245,113
1768632820.1426308,150000,115888.78162679222,52
1768632820.589504,150000,138969.88859810974,134
1768632821.9412322,150000,237218.85245207732,44
1768632823.104314,-150000,105261.98930430028,51
1768632824.145281,150000,121454.7350895187,57
1768632824.5513222,150000,158606.51012050398,147
1768632825.30561,150000,128900.54087416762,79
1768632825.749514,150000,139553.3352371823,135
1768632827.019969,-150000,103104.08888882484,47
1768632828.379771,-150000,100801.5183529622,44
1768632834.409738,-150000,59083.77947086865,61
1768632834.838739,-150000,67609.04665904329,139
1768632836.1965199,-150000,52493.97717100971,44
1768632836.6239412,150000,217994.13177555762,140
1768632837.401412,150000,96523.81968126545,77
1768632838.294106,150000,81765.6885791418,67
1768632838.705106,-150000,91059.18405798714,145
1768632839.864195,-150000,119626.79638268825,51
1768632840.903347,-150000,84680.25880666311,57
1768632841.314097,-150000,87987.59972307808,146
1768632842.283052,150000,104634.9882957973,61
1768632843.2606049,150000,141382.52662094263,61
1768632843.905926,150000,118944.01707302807,92
1768632847.302078,-135617,104681.23482930734,128
1768632848.0392818,-100353,73357.8823362834,81
1768632848.600401,-49217,89852.17074153882,106
1768632849.575187,-150000,122625.10697716456,61
1768632850.365644,4991,84224.22140621657,75
1768632851.6393259,-66433,94178.93186515429,47
1768632852.527303,58495,69598.7675104895,67
1768632853.711661,96447,80387.44719400813,50
1768632859.185641,28799,56174.27129311538,56
1768632859.802607,103039,54094.32507828038,97
1768632860.784267,14655,58269.14271359758,61
1768632861.3048918,44479,57696.82457909819,115
1768632861.730152,150000,74523.41929335042,141
1768632862.409416,-95617,69326.73815426207,88
1768632863.328371,-101313,63478.74113509638,65
1768632864.4632452,150000,124678.42541546487,52
1768632865.761889,14271,105471.62702848938,46
1768632870.734946,21951,52239.99648162078,62
1768632871.340938,-12225,64612.55597868142,99
1768632871.9369102,-61505,50281.091269512464,100
1768632872.892191,63935,43607.43491037357,62
1768632873.863053,5119,73191.88569149382,61
1768632874.694923,-28161,62858.56352944382,72
1768632875.68961,-31937,72683.07882592377,60
1768632886.973066,6271,12643.6544104669,87
1768632887.5646698,-10177,11455.755408591009,101
1768632888.062756,-23617,31758.78698949627,120
1768632888.656281,20799,49612.248151912914,101
1768632889.390274,-4673,24965.48124457146,81
1768632890.6529012,-8257,24019.55232733557,47
1768632891.06164,5119,54999.261489927885,146
1768632898.390458,-6145,17375.57657023805,146
1768632899.084482,-8257,19820.07119958092,86
1768632899.919963,-3969,11651.67802559218,71
1768632900.665298,-1857,16457.409012203545,80
1768632901.141504,23871,30043.0963154498,125
1768632901.8612852,-35201,17335.201365331515,83
1768632902.386009,22591,15127.753592234292,114
1768632902.988845,-12225,16255.296494070824,99
1768632903.60128,-9473,19938.059572113645,97
1768632904.463997,15999,16950.470517796824,69
1768632905.098164,-11393,24330.30175815598,94
1768632906.0839748,9471,22260.31278527998,60
1768632906.497663,-129409,38026.786249419536,145
1768632907.8314,-5313,25849.9230853368,44
1768632912.856879,-11457,22547.669612724047,48
1768632913.666507,1919,11054.523497009122,74
1768632914.780066,4415,13872.716616439344,53
1768632915.7839239,-150000,15729.38337964455,59
1768632916.233231,-60545,32458.48537833038,133
1768632917.343137,-136833,31574.34049601925,54
1768632918.006839,-150000,132218.18199618964,90
1768632918.711118,-61825,49477.77812743712,85
1768632920.033893,10815,57905.464245117895,45
1768632920.581363,-43969,67699.3773535149,109
1768632921.6335418,-9729,107049.62381803976,57
1768632923.0690691,-150000,72226.26192176089,41
1768632924.019284,150000,112002.48602969083,63
1768632924.442236,-150000,160989.50091450787,141
1768632925.579328,-150000,91776.73910424307,52
1768632929.343512,-150000,162807.02242136607,147
1768632930.212002,-150000,79384.18429172218,69
1768632930.679921,150000,146654.47029990426,128
1768632931.321852,511,122840.40155025432,93
1768632932.1252532,150000,130411.56044796924,74
1768632932.866348,-150000,146855.30949770482,80
1768632934.115263,29375,197652.70482159258,48
1768632935.28662,150000,164120.3366044664,51
1768632935.835598,150000,104976.9512789402,109
1768632937.002708,-86401,105032.39593147981,51
1768632944.665741,-4097,27368.055522126586,80
1768632946.051567,21375,24929.99657601907,43
1768632946.5857291,-46465,27642.94277336564,112
1768632947.161876,11263,18450.781461961924,104
1768632947.612072,61567,64831.73583909844,133
1768632948.048886,112511,102087.30199519965,137
1768632948.570436,25151,69774.9291890997,115
1768632949.2704058,16063,123396.2617375446,85
1768632950.1285388,34943,59737.12967218497,69
1768632956.756418,-4673,45822.026335977236,71
1768632957.2314932,52735,21338.911376343163,126
1768632957.8585,5375,45738.665682913306,95
1768632958.2677279,-67265,24466.624809139623,146
1768632958.784776,80063,31944.710133110486,116
1768632959.488974,69311,37217.33061887797,85
1768632959.930589,-45633,50033.161737081275,135
1768632963.2360551,-150000,62146.76533288514,68
1768632964.438398,-43649,99601.90690806533,49
1768632965.251031,97727,112175.3308859594,73
1768632968.673145,117503,124413.69637446187,75
1768632969.1910138,150000,121994.35090527259,115
1768632969.7572742,127551,89915.63836590148,105
1768632970.29933,-64769,82761.83418754273,110
1768632971.685323,-27137,85825.03042962863,43
1768632978.202635,21247,21502.805917461472,108
1768632978.781506,82175,16991.483320085637,103
1768632979.2198331,16575,15608.189237894367,136
1768632979.627006,-12097,23890.913555699797,147
1768632980.0278,-8641,24094.337951277947,149
1768632980.459946,78719,69047.76255502569,138
1768632981.064547,150000,72870.86651107077,99
1768632981.4864151,-111425,66996.8367287036,142
1768632982.018435,150000,92730.50686979594,112
1768632982.4980109,-37825,57934.51850109799,125
1768632983.3808799,-40385,41690.581234743004,67
1768632984.25926,150000,103036.5671852436,68
1768632987.34706,-123777,97277.3743601143,56
1768632988.707795,-150000,101886.54394413136,44
1768632989.751629,-145345,152502.56023095525,57
1768632990.839633,150000,161899.5185316249,55
1768632991.295721,150000,126642.23058453076,131
1768632997.634569,-49281,62391.9562672492,64
1768632998.655614,-150000,48242.50519869408,58
1768632999.061217,-150000,51980.168962669646,147
1768633000.4983401,-150000,71224.25823079166,41
1768633000.918108,-150000,159515.01468055963,142
1768633001.944909,124159,76786.35502403992,58
1768633002.7719371,-150000,104810.301442942,72
1768633004.0977752,-150000,84512.66551951772,45
1768633004.545336,150000,107239.60194249968,134
1768633005.106059,150000,200439.7948398328,107
1768633006.3191879,150000,206563.1997565816,49
1768633007.7350311,-81089,129890.19601983351,42
1768633008.4037251,-150000,108540.95813591368,89
1768633011.041194,150000,146681.58090564332,71
1768633011.516607,150000,190546.33748101085,126
1768633011.960168,150000,199839.98046709484,135
1768633012.907565,-150000,254428.78662579475,63
1768633015.09334,116223,190729.58256686377,138
1768633015.863414,150000,179540.35405579588,77
1768633020.576074,-150000,205593.28745534128,60
1768633021.153546,150000,118775.49454550691,103
1768633026.223992,6271,148174.38223145544,61
1768633032.310299,-43265,20876.08785394502,118
1768633033.0802839,101439,82909.14475953538,77
1768633033.752577,150000,47830.86185735458,89
1768633034.431751,150000,38971.94411599484,88
1768633034.8534038,22719,85925.59435928105,142
1768633036.3445241,-150000,132737.85644155083,40
1768633037.2997591,37119,52071.51341553638,62
1768633040.268286,-92353,85319.14788874653,80
1768633041.147439,48959,110176.9718200015,68
1768633041.591202,-7041,82026.10863462643,135
1768633042.363147,99519,109824.64831051041,77
1768633045.550443,-8513,74525.18720059587,72
1768633049.549126,-150000,74557.81015946165,89
1768633049.983367,-150000,193782.93647007598,138
1768633050.503524,150000,97063.31368276037,115
1768633050.973103,150000,95347.82453969293,127
1768633051.486482,-3905,166001.02467965728,116
1768633052.1377091,-150000,91882.09053933363,92
1768633052.768801,150000,134322.58228274202,95
1768633053.445547,150000,226032.49588836796,88
1768633054.2675352,150000,276114.66361140023,72
