Timestamp,Raw_Signal,Filtered_Signal,BPM,Event
1768599442.006146,37823,-47811.78233714136,40.55010339816948,
1768599442.0212522,-449,-57789.07452616858,40.55010339816948,
1768599442.050516,-59201,-82972.15350128776,40.55010339816948,
1768599442.096351,-57217,-69194.84977668074,40.55010339816948,
1768599442.111238,-54529,-65700.7136298561,40.55010339816948,
1768599442.139573,63231,-32018.2095022337,40.55010339816948,
1768599442.186443,83007,3868.54682676673,40.55010339816948,
1768599442.2015831,77887,-584.1004723095172,40.55010339816948,
1768599442.230519,63295,1423.8892773893322,40.55010339816948,
1768599442.2603571,-449,-15394.262463118257,40.55010339816948,
1768599442.289501,98559,-20228.938169508,40.55010339816948,
1768599442.320534,-71297,-54271.89177935463,40.55010339816948,
1768599442.358479,-54529,-35906.29554930814,40.55010339816948,
1768599442.380511,-21569,3349.114475859862,40.55010339816948,
1768599442.410419,16191,-6898.385027152271,40.55010339816948,
1768599442.44446,37759,-18589.362979965113,40.55010339816948,
1768599442.4705,41471,-17342.05883373835,40.55010339816948,
1768599442.500522,24447,-23893.086009515348,40.55010339816948,
1768599442.5346339,14399,-12986.545489801465,40.55010339816948,
1768599442.5605,105023,-19419.8607439889,40.55010339816948,
1768599442.589535,122367,-19567.810260978105,40.55010339816948,
1768599442.620548,11007,2903.056270238022,40.55010339816948,
1768599442.650526,8895,-5793.95068121015,40.55010339816948,
1768599442.680545,29119,-18499.626774468343,40.55010339816948,
1768599442.710397,30463,-11290.588614442833,40.55010339816948,
1768599442.740084,26303,-18949.164613944464,40.55010339816948,
1768599442.770526,15423,-15537.797750842465,40.55010339816948,
1768599442.8005152,17983,-15138.964753793496,40.55010339816948,
1768599442.830555,-50625,-31652.479698896965,40.55010339816948,
1768599442.860406,-100481,-53289.82304105926,40.55010339816948,
1768599442.890958,-119681,-52475.47096991178,40.55010339816948,
1768599442.920358,23999,-414.83018575250185,40.55010339816948,
1768599442.9505439,30463,29911.521074976412,40.55010339816948,
1768599442.980535,6335,54184.831348655345,40.55010339816948,
1768599443.010419,27775,78590.11942689861,40.55010339816948,
1768599443.039597,37183,70993.54596215324,40.55010339816948,
1768599443.0705369,-27585,46625.37387874541,40.55010339816948,
1768599443.100597,-32257,-5617.8569269184445,40.55010339816948,
1768599443.1530838,-107201,-1314.6858180448585,40.55010339816948,
1768599443.169733,-80129,7646.656448368842,40.55010339816948,
1768599443.190023,-45889,44131.320229059274,40.55010339816948,
1768599443.2390442,19775,77515.84693130835,40.55010339816948,
1768599443.254883,28223,78491.60492249482,40.55010339816948,
1768599443.28051,24063,67819.04483394856,40.55010339816948,
1768599443.333272,-17665,26085.109170430587,40.55010339816948,
1768599443.349768,11839,13935.629699844882,40.55010339816948,
1768599443.370514,-44929,4971.306914769517,40.55010339816948,
1768599443.400543,13695,-2131.8216093887486,40.55010339816948,
1768599443.4305449,12351,16225.52829300548,40.55010339816948,
1768599443.460421,10559,17744.53535382932,40.55010339816948,
1768599443.489515,-23873,2606.6146443129605,40.55010339816948,
1768599443.520434,-38721,-11836.591826419854,40.55010339816948,
1768599443.55055,17663,-33187.739032126425,40.55010339816948,
1768599443.580565,15551,-22333.71180199517,40.55010339816948,
1768599443.611825,-12865,-8962.633564990285,40.55010339816948,
1768599443.6395562,7359,-4464.743940293693,40.55010339816948,
1768599443.6705642,-35073,-11980.493054145893,40.55010339816948,
1768599443.7059982,-55873,-23357.983313525245,40.55010339816948,
1768599443.7305548,-14337,-45139.58162343488,40.55010339816948,
1768599443.760402,-38721,-51191.10358287203,40.55010339816948,
1768599443.796101,-52737,-50586.81785395816,40.55010339816948,
1768599443.819669,-47617,-43432.68474379082,40.55010339816948,
1768599443.8505669,-30721,1691.1509772217719,40.55010339816948,
1768599443.894403,-11969,33115.02088395209,40.55010339816948,
1768599443.910523,6079,30141.667153605005,40.55010339816948,
1768599443.939588,-51841,11756.857038544142,40.55010339816948,
1768599443.9927092,-7489,-4945.366033601169,40.55010339816948,
1768599444.0090492,-89217,-11913.669646462893,40.55010339816948,
1768599444.030528,-5377,-18919.583757638673,40.55010339816948,
1768599444.060425,-82561,-14214.768553044125,40.55010339816948,
1768599444.091017,-36865,19600.850139212413,40.55010339816948,
1768599444.1201038,-6465,33400.91578562548,40.55010339816948,
1768599444.15057,39615,34113.561013498016,40.55010339816948,
1768599444.18115,34175,30607.58774179223,40.55010339816948,
1768599444.21043,7551,2797.219480336057,40.55010339816948,
1768599444.2396002,-7489,-9336.053996383258,40.55010339816948,
1768599444.2835,21247,-6669.419804952917,40.55010339816948,
1768599444.300357,16191,-8874.279028600968,40.55010339816948,
1768599444.330509,6783,-10591.07133290178,40.55010339816948,
1768599444.360346,10047,-7590.026481859848,40.55010339816948,
1768599444.389569,3839,-6103.729526306366,40.55010339816948,
1768599444.4205499,33535,-7458.950711434268,40.55010339816948,
1768599444.449746,16447,-18314.660627678473,40.55010339816948,
1768599444.492385,-10177,-24378.46143650741,40.55010339816948,
1768599444.510324,-20737,-24794.61571902805,40.55010339816948,
1768599444.539592,-42497,-35457.44794251339,40.55010339816948,
1768599444.578366,-97793,-54275.99980343009,40.55010339816948,
1768599444.600513,5183,-46185.77997055413,40.55010339816948,
1768599444.630551,3839,-60706.95903046468,40.55010339816948,
1768599444.672597,-61057,-8415.70192819791,40.55010339816948,
1768599444.6900322,-43841,13997.148779258654,40.55010339816948,
1768599444.719993,-1729,31252.93053840952,40.55010339816948,
1768599444.7496362,-6401,34158.75698574501,40.55010339816948,
1768599444.779766,-41985,15695.16926587571,40.55010339816948,
1768599444.810417,-72833,13864.418111016621,40.55010339816948,
1768599444.839581,25983,-725.5758279348045,40.55010339816948,
1768599444.870538,34367,-2496.9553650831886,40.55010339816948,
1768599444.9005702,59775,41540.95291830201,40.55010339816948,
1768599444.951113,-18177,50120.80853575783,40.55010339816948,
1768599444.9679842,23167,35522.07991767673,40.55010339816948,
1768599444.9900212,4031,31932.944429551197,40.55010339816948,
1768599445.020459,-14721,9988.739261954053,40.55010339816948,
1768599445.050515,-19585,-418.3610574043266,40.55010339816948,
1768599445.0805418,6335,13959.42951553908,40.55010339816948,
1768599445.11043,25983,27561.283512768987,40.55010339816948,
1768599445.139588,47295,32421.32201154982,40.55010339816948,
1768599445.16992,69055,25864.289010951034,40.55010339816948,
1768599445.200526,37951,4378.059646325308,40.55010339816948,
1768599445.233666,-257,-14348.193334100592,40.55010339816948,
1768599445.2604392,-26241,-36266.30817858647,40.55010339816948,
1768599445.289595,-49729,-55187.133591182734,40.55010339816948,
1768599445.327915,-33217,-29497.059745025337,40.55010339816948,
1768599445.3505049,26815,-18732.051930011912,40.55010339816948,
1768599445.3805492,32447,-32895.27360592362,40.55010339816948,
1768599445.413912,-85249,-19819.129840081623,40.55010339816948,
1768599445.439577,-66561,-16518.636515766513,40.55010339816948,
1768599445.47055,-23617,-1025.4186667853828,40.55010339816948,
1768599445.5122402,-34945,21728.23113538451,40.55010339816948,
1768599445.530045,-43905,9544.649478473293,40.55010339816948,
1768599445.560422,-37889,27587.81258111784,40.55010339816948,
1768599445.5982091,-59009,22295.587219809404,40.55010339816948,
1768599445.620509,40255,-788.7452246336196,40.55010339816948,
1768599445.650272,23743,-4688.456206888438,40.55010339816948,
1768599445.69245,-55169,-5555.300520042892,40.55010339816948,
1768599445.71036,-29569,-14774.535978985054,40.55010339816948,
1768599445.7395399,5631,10831.839156416101,40.55010339816948,
1768599445.7825248,-2753,18767.008265333025,40.55010339816948,
1768599445.799943,-705,30171.26679535196,40.55010339816948,
1768599445.829587,10943,24363.445410812295,40.55010339816948,
1768599445.876715,34431,21325.306991008714,40.55010339816948,
1768599445.892929,30207,18486.5686098711,40.55010339816948,
1768599445.9205241,6271,3842.1890981435795,40.55010339816948,
1768599445.9750578,-13569,-27245.434567029693,40.55010339816948,
1768599445.991403,-58625,-40006.921765206316,40.55010339816948,
1768599446.010405,-88257,-60684.325655722634,40.55010339816948,
1768599446.0406148,-705,-77573.17040027033,40.55010339816948,
1768599446.070513,-119361,-40784.452701383285,40.55010339816948,
1768599446.100534,21951,-8738.370883560574,40.55010339816948,
1768599446.142966,-71169,16469.730788178764,40.55010339816948,
1768599446.160317,29887,21338.166915319813,40.55010339816948,
1768599446.1895292,-11585,44430.61590073598,40.55010339816948,
1768599446.2412748,-58625,26027.607926217253,40.55010339816948,
1768599446.257646,-88257,20854.133512661658,40.55010339816948,
1768599446.280501,-124993,-4804.908025405444,40.55010339816948,
1768599446.319051,-119361,-20475.319239663637,40.55010339816948,
1768599446.340044,-109825,1716.4597136606017,40.55010339816948,
1768599446.370553,-30017,-25528.643493570988,40.55010339816948,
1768599446.4092019,-35329,-10130.012867189169,40.55010339816948,
1768599446.430503,-23553,13913.91455533666,40.55010339816948,
1768599446.460379,-65,37508.01558600792,40.55010339816948,
1768599446.50745,17599,51522.08812714328,40.55010339816948,
1768599446.524131,29695,50173.51544099204,40.55010339816948,
1768599446.550487,41471,47949.588973531,40.55010339816948,
1768599446.581213,-385,15871.91013100726,40.55010339816948,
1768599446.6103811,10367,-11074.426981489732,40.55010339816948,
1768599446.639549,-17665,-38330.40940475553,40.55010339816948,
1768599446.695799,-92097,-47358.74840484114,40.55010339816948,
1768599446.712716,-119041,-46329.42166549798,40.55010339816948,
1768599446.72997,8703,-55226.246687196624,40.55010339816948,
1768599446.78185,-170689,-59253.14098839919,40.55010339816948,
1768599446.7992802,-175489,-19280.136154316933,40.55010339816948,
1768599446.82038,-132481,-25142.794076257265,40.55010339816948,
1768599446.863809,-385,11848.813436270671,40.55010339816948,
1768599446.881192,-16065,34083.42308310504,40.55010339816948,
1768599446.910368,-37889,37764.343931495714,40.55010339816948,
1768599446.949864,-98369,37431.50484322066,40.55010339816948,
1768599446.970401,72255,18399.72158531459,40.55010339816948,
1768599447.0005388,80831,31165.63450708225,40.55010339816948,
1768599447.035869,-172097,29202.610966906348,40.55010339816948,
1768599447.060451,-154433,-20873.677643335956,40.55010339816948,
1768599447.0896,-86593,21287.837061700568,40.55010339816948,
1768599447.121889,-60673,27878.279525231854,40.55010339816948,
1768599447.150542,29439,26564.875608678994,40.55010339816948,
1768599447.1805341,42623,46743.04327883906,40.55010339816948,
1768599447.210409,65663,49593.51445125554,89.14153824246908,
1768599447.239584,86207,55702.48430518963,89.14153824246908,
1768599447.270557,71807,38147.23271330399,89.14153824246908,
1768599447.3005362,92479,18681.943788020202,89.14153824246908,
1768599447.3305411,76607,-13252.626700573685,89.14153824246908,
1768599447.383978,-3777,-68075.03935850992,89.14153824246908,
1768599447.401642,-5825,-74089.1078554602,89.14153824246908,
1768599447.41995,38527,-63353.18063957539,89.14153824246908,
1768599447.450539,48767,-24819.55802074506,89.14153824246908,
1768599447.480504,65919,-10291.247758072866,89.14153824246908,
1768599447.510419,51455,-8406.97203900929,89.14153824246908,
1768599447.560126,84415,-22183.714343768253,89.14153824246908,
1768599447.577226,76607,-23150.300062134476,89.14153824246908,
1768599447.600479,40063,-59684.44552120935,89.14153824246908,
1768599447.6584342,-85889,-91832.20798970263,89.14153824246908,
1768599447.659371,-85889,-91832.20798970263,89.14153824246908,
1768599447.689603,-68033,-68929.76218169257,89.14153824246908,
1768599447.719584,45567,2833.2857599751646,89.14153824246908,
1768599447.750504,58815,55916.65679614824,89.14153824246908,
1768599447.7506628,0,0,105.26814576849713,PVC_DETECTED
1768599447.780541,44223,25592.294342504494,89.14153824246908,
1768599447.830416,-78657,-30139.74093513612,89.14153824246908,
1768599447.848033,-102145,-44014.2893929915,89.14153824246908,
1768599447.870522,-129921,-77127.6995798971,89.14153824246908,
1768599447.916403,-94337,-39945.762819158925,89.14153824246908,
1768599447.9327319,-70209,-19593.363488475316,89.14153824246908,
1768599447.960384,21567,44982.55470664515,89.14153824246908,
1768599448.006537,73791,119370.50822565827,89.14153824246908,
1768599448.0226839,34111,103011.54418312041,89.14153824246908,
1768599448.04958,55679,64552.996773305465,89.14153824246908,
1768599448.092562,-102145,38886.70620262297,89.14153824246908,
1768599448.1103702,95103,57070.775145373125,89.14153824246908,
1768599448.139619,-124161,-12542.584368003001,89.14153824246908,
1768599448.178575,-70209,-41978.31156120173,89.14153824246908,
1768599448.2004921,-33985,-42659.54912649168,89.14153824246908,
1768599448.2305589,14847,1750.1885507260051,89.14153824246908,
1768599448.2604349,-73537,50113.55854155851,89.14153824246908,
1768599448.260604,0,0,117.66295774371308,PVC_DETECTED
1768599448.2895858,-58241,53179.00121747698,89.14153824246908,
1768599448.320543,-76161,47506.08510119023,89.14153824246908,
1768599448.350558,103423,75252.81264220529,89.14153824246908,
1768599448.380546,32639,47135.15279388238,89.14153824246908,
1768599448.410432,-86465,13187.468399063415,89.14153824246908,
1768599448.43958,-136257,-74654.99141010428,89.14153824246908,
1768599448.4702668,38079,-27310.46392845121,89.14153824246908,
1768599448.526769,-24513,16623.50941935459,89.14153824246908,
1768599448.543593,-72321,-6390.660528944071,89.14153824246908,
1768599448.560506,-73729,-33181.22821006199,89.14153824246908,
1768599448.6086242,-41217,31828.1492857823,89.14153824246908,
1768599448.6249201,-14593,52040.29612086119,89.14153824246908,
1768599448.650489,41279,42765.68519772387,89.14153824246908,
1768599448.702891,-161729,-73326.7223204334,89.14153824246908,
1768599448.719486,-204033,-78213.15076145252,89.14153824246908,
1768599448.7403572,-216513,-43404.72286234723,89.14153824246908,
1768599448.784755,-163009,-51547.68799230871,89.14153824246908,
1768599448.8008509,-124865,-59783.00577184405,89.14153824246908,
1768599448.8301299,20799,-4539.610660960572,89.14153824246908,
1768599448.866671,-14209,68695.7123103652,89.14153824246908,
1768599448.866824,0,0,98.97217818577529,PVC_DETECTED
1768599448.890053,49855,78468.09397406389,89.14153824246908,
1768599448.919786,-24769,90153.05514686224,89.14153824246908,
1768599448.950474,219839,46597.846182364585,89.14153824246908,
1768599448.9805598,154431,-28975.69501768718,89.14153824246908,
1768599449.0222862,-187585,-115004.89656016667,89.14153824246908,
1768599449.040001,57215,-65861.3555678195,89.14153824246908,
1768599449.070561,-116481,-14381.572636810804,89.14153824246908,
1768599449.1083362,-42625,-37248.05250917993,89.14153824246908,
1768599449.130501,31807,-73932.31863499641,89.14153824246908,
1768599449.1604218,150335,-58101.31560352968,89.14153824246908,
1768599449.189593,211583,56658.84188181874,89.14153824246908,
1768599449.220129,44415,62697.72263757992,89.14153824246908,
1768599449.276201,-4801,-35764.6210720092,89.14153824246908,
1768599449.2937841,99263,-48613.88906959324,89.14153824246908,
1768599449.31037,126079,-22743.28361029362,89.14153824246908,
1768599449.358161,-54657,-90748.96659118195,89.14153824246908,
1768599449.37471,-154753,-143226.58507775544,89.14153824246908,
1768599449.4005032,-163713,-154430.94759903083,89.14153824246908,
1768599449.431883,-107905,-66920.971156803,89.14153824246908,
1768599449.460387,49983,28735.83217151457,89.14153824246908,
1768599449.489595,130431,100239.23904507041,89.14153824246908,
1768599449.521996,-4801,123111.536497069,89.14153824246908,
1768599449.5505679,330815,172595.11694642282,89.14153824246908,
1768599449.5998259,-132545,16442.222376206468,89.14153824246908,
1768599449.6156301,109823,-67251.15117583428,89.14153824246908,
1768599449.6395578,-156801,-70084.81590850417,89.14153824246908,
1768599449.670571,-135745,-17654.671290126982,89.14153824246908,
1768599449.7005389,-16129,-84026.83047952258,89.14153824246908,
1768599449.730529,-241601,-84910.11727458422,89.14153824246908,
1768599449.760418,-247745,-37441.822807190496,89.14153824246908,
1768599449.7895901,-90817,27426.1502718605,89.14153824246908,
1768599449.829188,30847,99255.27281950325,89.14153824246908,
1768599449.850506,138111,98769.57709374421,89.14153824246908,
1768599449.880106,112383,-13439.989063407591,89.14153824246908,
1768599449.9151611,-162049,-69390.76519353669,89.14153824246908,
1768599449.93956,-37505,-75686.06064652286,89.14153824246908,
1768599449.9699268,-98689,-127863.4785708838,89.14153824246908,
1768599450.000551,-258689,-79079.80016210249,89.14153824246908,
1768599450.0305789,28223,13512.992663892026,89.14153824246908,
1768599450.0604029,-257,102185.23738807354,89.14153824246908,
1768599450.06055,0,0,105.11355149789738,PVC_DETECTED
1768599450.089577,175359,171703.36684636446,89.14153824246908,
1768599450.120505,-44353,159212.89184463394,89.14153824246908,
1768599450.156884,201727,96293.29942401657,89.14153824246908,
1768599450.180522,-167681,-23953.912941167837,89.14153824246908,
1768599450.210451,-15489,-53081.96522114038,89.14153824246908,
1768599450.239546,-45825,-75508.8816027887,89.14153824246908,
1768599450.270565,-118017,-43825.90177358117,89.14153824246908,
1768599450.320641,-257,89152.89177001835,89.14153824246908,
1768599450.3374531,-63489,65559.06102959772,89.14153824246908,
1768599450.360388,-181249,39604.78481876543,89.14153824246908,
1768599450.398462,-228481,10361.447554221004,89.14153824246908,
1768599450.420506,147647,-49390.56895658076,89.14153824246908,
1768599450.450312,23487,-42700.710910625196,89.14153824246908,
1768599450.480535,-99201,-9399.292003398488,89.14153824246908,
1768599450.510398,90559,-12693.439374997115,89.14153824246908,
1768599450.5663989,-257,37088.45272953953,89.14153824246908,
1768599450.583552,-63489,-21743.258260204348,89.14153824246908,
1768599450.59995,-141505,-77047.73095217679,89.14153824246908,
1768599450.644207,-173249,-140898.23616256518,89.14153824246908,
1768599450.6604679,-172225,-117774.97468366429,89.14153824246908,
1768599450.6895869,-66241,-26687.17926456994,89.14153824246908,
1768599450.7219698,6719,85738.47457202077,89.14153824246908,
1768599450.750535,64831,153185.5422689776,89.14153824246908,
1768599450.799912,345407,197465.39984262447,89.14153824246908,
1768599450.8161972,414463,176622.37991241843,89.14153824246908,
1768599450.840054,392319,111911.76339016182,89.14153824246908,
1768599450.881772,-157825,-108938.36555892788,89.14153824246908,
1768599450.900001,-16705,-120625.4722201486,89.14153824246908,
1768599450.9305441,-38465,-206851.24340758013,89.14153824246908,
1768599450.960395,-21889,-80253.23978569126,89.14153824246908,
1768599450.9895492,117055,-24203.329558045967,89.14153824246908,
1768599451.020571,237247,-62292.80234285989,89.14153824246908,
1768599451.050169,-351297,-31673.169339569904,89.14153824246908,
1768599451.080501,-223105,33795.97874749916,89.14153824246908,
1768599451.119319,-14465,56224.51091565317,89.14153824246908,
1768599451.1400619,93183,17105.19760830985,89.14153824246908,
1768599451.170536,-71425,-14107.182475439116,89.14153824246908,
1768599451.2005289,84351,25454.185150711146,89.14153824246908,
1768599451.230558,-47425,-67047.67908272492,89.14153824246908,
1768599451.279118,-334465,-205245.18088120798,89.14153824246908,
1768599451.2963789,-162689,-204807.348315717,89.14153824246908,
1768599451.319631,-268289,-138183.14776318427,89.14153824246908,
1768599451.352798,-123009,9792.232908960488,89.14153824246908,
1768599451.380533,-61185,85067.01779170649,89.14153824246908,
1768599451.410435,144319,208764.46627271286,89.14153824246908,
1768599451.439591,224703,229499.99727187824,89.14153824246908,
1768599451.470541,277311,193392.42335116674,89.14153824246908,
1768599451.512537,-160769,85320.49128046227,89.14153824246908,
1768599451.5301492,-160961,-21068.37186278579,89.14153824246908,
1768599451.560441,-156609,-69120.39658344591,89.14153824246908,
1768599451.590359,-142913,-111419.87634251405,89.14153824246908,
1768599451.620564,36479,-27411.182536518743,89.14153824246908,
1768599451.6505501,-110529,4883.339280836051,89.14153824246908,
1768599451.6805718,-265153,-46850.745512790185,89.14153824246908,
1768599451.710442,-265793,24391.656053463772,89.14153824246908,
1768599451.7460082,-167105,84100.23446683706,89.14153824246908,
1768599451.770543,162559,31193.98197978346,89.14153824246908,
1768599451.799623,-17089,-27914.421380287757,89.14153824246908,
1768599451.8305652,-62977,-46585.512779028504,89.14153824246908,
1768599451.860446,36351,9950.380004921913,89.14153824246908,
1768599451.889618,-17793,8326.519591894883,89.14153824246908,
1768599451.9203799,-235265,-39912.24241565625,89.14153824246908,
1768599451.9497721,-23041,-96198.55737108445,89.14153824246908,
1768599451.991727,-167105,-20742.104026638975,89.14153824246908,
1768599452.010397,-21953,36948.14708866721,89.14153824246908,
1768599452.039603,-71681,10395.823775953635,89.14153824246908,
1768599452.0818932,-52673,29245.8959204681,89.14153824246908,
1768599452.100221,-38721,60143.23297429907,89.14153824246908,
1768599452.1304479,-27521,83405.35632460169,89.14153824246908,
1768599452.167895,99775,79879.33904794387,80.00963962981533,
1768599452.1896179,163391,103727.7691974915,80.00963962981533,
1768599452.220133,235391,115067.31581297584,80.00963962981533,
1768599452.253901,-21953,99736.50693729352,80.00963962981533,
1768599452.280543,-59649,-4354.699247587751,80.00963962981533,
1768599452.310438,-72961,-61972.13219029649,80.00963962981533,
1768599452.339587,83071,-91966.48884916624,80.00963962981533,
1768599452.370593,-5761,-42903.23615385382,80.00963962981533,
1768599452.4218109,-289153,-119968.411124741,80.00963962981533,
1768599452.4385731,-323585,-180866.6606352942,80.00963962981533,
1768599452.460382,-289217,-87204.6548976601,80.00963962981533,
1768599452.4955142,-132865,53015.34424848384,80.00963962981533,
1768599452.520525,210367,27351.53815346885,80.00963962981533,
1768599452.549851,38783,7772.267019319341,80.00963962981533,
1768599452.580554,57279,5529.068673002309,80.00963962981533,
1768599452.610465,-35393,-1491.2254529126026,80.00963962981533,
1768599452.639634,-81089,-106288.40625709629,80.00963962981533,
1768599452.6705542,-80577,-139356.2002635324,80.00963962981533,
1768599452.700568,-308417,-156121.6709204092,80.00963962981533,
1768599452.749459,-85313,-17824.574786493416,80.00963962981533,
1768599452.766426,-71681,41182.9118552282,80.00963962981533,
1768599452.789642,15743,82985.630004964,80.00963962981533,
1768599452.83135,113727,139636.3798626262,80.00963962981533,
1768599452.850293,-17217,166486.82961816524,80.00963962981533,
1768599452.880588,354303,151256.68452176472,80.00963962981533,
1768599452.913291,-80577,120417.48422388094,80.00963962981533,
1768599452.9396548,352063,166418.94002108168,80.00963962981533,
1768599452.991078,-91073,-87593.28103716069,80.00963962981533,
1768599453.0076602,150015,-61682.71472040775,80.00963962981533,
1768599453.030566,-36353,-61675.440780366065,80.00963962981533,
1768599453.081205,-5825,-55457.97816784026,80.00963962981533,
1768599453.097255,-39105,-51958.461720715684,80.00963962981533,
1768599453.120524,-134145,3223.054501991602,80.00963962981533,
1768599453.150869,-328577,-40470.964229723395,80.00963962981533,
1768599453.1805692,-363265,-173695.7887541265,80.00963962981533,
1768599453.228689,-136513,-50618.39602401307,80.00963962981533,
1768599453.2449322,-51329,-20498.20413538693,80.00963962981533,
1768599453.270506,132351,64820.04704819165,80.00963962981533,
1768599453.306477,60287,36468.16677848754,80.00963962981533,
1768599453.330559,-33409,-21782.36508745096,80.00963962981533,
1768599453.3604531,-110337,-102574.14294291468,80.00963962981533,
1768599453.3924758,-109313,-136022.00824538604,80.00963962981533,
1768599453.4205592,-378241,-155638.38140471315,80.00963962981533,
